Location;Latitude;Longitude;Time_Occurred;Area_ID;Area_Name;Reporting_District_no;Part 1-2;Victim_Age;Victim_Sex;Victim_Descent;Premise_Description;Weapon_Used_Code;Weapon_Description;Status;Status_Description;Crime_Category
AVALON BL;34,0111;-118,2653;1425;13;Newton;1343;1;43;M;H;PARKING LOT;204;FOLDING KNIFE;IC;Invest Cont;Violent Crimes
VANOWEN ST;34,1935;-118,6425;1120;21;Topanga;2141;2;35;F;H;STREET;400;STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE);AO;Adult Other;Violent Crimes
11600 OXNARD ST;34,1849;-118,3834;100;15;N Hollywood;1526;1;20;F;W;MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC);400;STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE);AO;Adult Other;Violent Crimes
PICO BL;34,0475;-118,323;425;7;Wilshire;759;2;22;F;H;STREET;400;STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE);AO;Adult Other;Violent Crimes
2600 WAVERLY DR;34,1061;-118,2584;1900;11;Northeast;1145;1;0;Unknown;Unknown;STREET;None;None;IC;Invest Cont;Property Crimes
23400 BURBANK BL;34,1719;-118,6396;1400;21;Topanga;2172;1;37;M;O;MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC);None;None;IC;Invest Cont;Property Crimes
800 N ALTA VISTA BL;34,0853;-118,3475;1040;7;Wilshire;705;2;51;F;W;OTHER PREMISE;None;None;AA;Adult Arrest;Property Crimes
12200 ERWIN ST;34,1831;-118,3998;30;15;N Hollywood;1532;2;24;M;H;OTHER RESIDENCE;None;None;IC;Invest Cont;Property Crimes
16000 SHERMAN WY;34,2012;-118,4815;2000;10;West Valley;1029;1;0;M;O;PARKING LOT;None;None;IC;Invest Cont;Property Crimes
WESTERN;34,0817;-118,3091;1915;20;Olympic;2002;1;15;M;H;STREET;218;OTHER CUTTING INSTRUMENT;IC;Invest Cont;Violent Crimes
F ST;33,7774;-118,257;1300;5;Harbor;529;1;49;M;H;STREET;None;None;IC;Invest Cont;Property Crimes
6400 WOODMAN AV;34,1903;-118,4399;2200;9;Van Nuys;926;1;73;F;O;PARKING LOT;None;None;IC;Invest Cont;Property Crimes
HILL ST;34,0591;-118,2412;1500;1;Central;111;2;22;F;H;SIDEWALK;400;STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE);IC;Invest Cont;Violent Crimes
7200 HOLLYWOOD BL;34,1016;-118,3468;440;6;Hollywood;643;2;22;F;W;MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC);400;STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE);IC;Invest Cont;Violent Crimes
22800 SATICOY ST;34,213;-118,6458;1915;21;Topanga;2111;1;35;M;X;MINI-MART;None;None;IC;Invest Cont;Property Crimes
6800 FOUNTAIN AV;34,1006;-118,3417;1100;6;Hollywood;645;2;54;M;W;OTHER BUSINESS;None;None;IC;Invest Cont;Fraud and White-Collar Crimes
17900 SANTA RITA ST;34,1627;-118,5226;1800;10;West Valley;1075;1;0;Unknown;Unknown;STREET;None;None;IC;Invest Cont;Property Crimes
1100 W 24TH ST;34,0344;-118,284;1400;3;Southwest;318;1;33;M;K;PORCH, RESIDENTIAL;None;None;AO;Adult Other;Property Crimes
11200 RICHLAND AV;34,033;-118,4324;1200;8;West LA;893;2;24;F;B;SINGLE FAMILY DWELLING;511;VERBAL THREAT;IC;Invest Cont;Crimes against Public Order
12400 LOUISE AV;33,9946;-118,4262;2100;14;Pacific;1455;2;30;F;O;STREET;None;None;IC;Invest Cont;Property Crimes
11500 VIKING AV;34,2806;-118,5454;1200;17;Devonshire;1713;2;38;M;O;SINGLE FAMILY DWELLING;None;None;IC;Invest Cont;Fraud and White-Collar Crimes
8200 TOPANGA CANYON BL;34,2139;-118,6103;1255;21;Topanga;2114;1;35;M;X;MARKET;None;None;IC;Invest Cont;Property Crimes
3600 WILSHIRE BL;34,0636;-118,3047;1940;20;Olympic;2024;1;0;X;X;CONSTRUCTION SITE;None;None;AA;Adult Arrest;Property Crimes
1300 W MARTIN LUTHER KING JR BL;34,0109;-118,298;730;3;Southwest;397;1;0;Unknown;Unknown;STREET;None;None;IC;Invest Cont;Property Crimes
6200 FULTON AV;34,1831;-118,4225;1600;9;Van Nuys;939;1;0;Unknown;Unknown;STREET;None;None;AA;Adult Arrest;Property Crimes
4700 LAUREL CANYON BL;34,1558;-118,3965;1350;15;N Hollywood;1553;1;0;M;W;MARKET;None;None;AA;Adult Arrest;Property Crimes
1600 N MAIN ST;34,0669;-118,2273;1500;1;Central;118;1;64;M;W;WAREHOUSE;None;None;IC;Invest Cont;Property Crimes
2300 W OLYMPIC BL;34,0523;-118,2826;1925;2;Rampart;271;2;18;F;H;MARKET;400;STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE);AA;Adult Arrest;Violent Crimes
5900 DENVER AV;33,9864;-118,2838;938;12;77th Street;1239;2;40;M;B;SINGLE FAMILY DWELLING;400;STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE);IC;Invest Cont;Violent Crimes
600 N LARCHMONT BL;34,0817;-118,3237;600;7;Wilshire;719;2;0;M;O;OTHER BUSINESS;None;None;IC;Invest Cont;Crimes against Public Order
CARLTON;34,1005;-118,3136;1150;6;Hollywood;648;1;33;M;W;SINGLE FAMILY DWELLING;None;None;IC;Invest Cont;Property Crimes
1400 EAGLE VISTA DR;34,1403;-118,1944;1500;11;Northeast;1109;2;14;F;H;SINGLE FAMILY DWELLING;None;None;IC;Invest Cont;Fraud and White-Collar Crimes
600 S KENMORE AV;34,0636;-118,2966;815;20;Olympic;2027;1;35;M;W;MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC);None;None;IC;Invest Cont;Property Crimes
1200 S WINDSOR BL;34,0486;-118,3292;1125;7;Wilshire;758;2;59;F;A;SINGLE FAMILY DWELLING;400;STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE);AO;Adult Other;Violent Crimes
4500 S NORMANDIE AV;34,0023;-118,3002;1700;12;77th Street;1204;1;50;M;B;MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC);308;STICK;AO;Adult Other;Violent Crimes
10600 HOLMAN AV;34,0548;-118,4316;2300;8;West LA;834;1;31;M;W;PARKING LOT;None;None;IC;Invest Cont;Property Crimes
1800 CORINTH AV;34,0434;-118,4472;1500;8;West LA;853;2;34;M;W;SINGLE FAMILY DWELLING;None;None;IC;Invest Cont;Property Crimes
13500 TERRA BELLA ST;34,252;-118,4269;1300;16;Foothill;1641;1;73;M;B;DRIVEWAY;None;None;IC;Invest Cont;Property Crimes
KEWEN;34,2668;-118,4319;1950;16;Foothill;1621;2;35;M;H;SINGLE FAMILY DWELLING;None;None;AA;Adult Arrest;Crimes against Public Order
3100 RAYMOND AV;34,0271;-118,298;1930;3;Southwest;337;1;48;F;B;SINGLE FAMILY DWELLING;None;None;IC;Invest Cont;Property Crimes
1100 E 52ND ST;33,996;-118,2565;1100;13;Newton;1364;1;0;Unknown;Unknown;STREET;None;None;IC;Invest Cont;Property Crimes
18600 HATTERAS ST;34,1772;-118,5395;2100;10;West Valley;1043;1;0;M;W;STREET;102;HAND GUN;IC;Invest Cont;Violent Crimes
MISSION;34,0606;-118,2144;630;4;Hollenbeck;442;1;46;F;H;BUS STOP;500;UNKNOWN WEAPON/OTHER WEAPON;IC;Invest Cont;Property Crimes
BARRANCA ST;34,0752;-118,2232;1835;4;Hollenbeck;411;2;44;F;H;STREET;None;None;IC;Invest Cont;Property Crimes
11900 MAYFIELD AV;34,0493;-118,4666;1500;8;West LA;831;1;33;F;W;OTHER RESIDENCE;None;None;IC;Invest Cont;Property Crimes
15000 SATICOY ST;34,2085;-118,4597;920;9;Van Nuys;904;2;44;F;B;BANK;None;None;IC;Invest Cont;Fraud and White-Collar Crimes
59TH ST;33,9872;-118,3352;152;12;77th Street;1232;2;0;X;X;STREET;102;HAND GUN;IC;Invest Cont;Crimes against Public Order
7200 S BROADWAY;33,9727;-118,285;1830;12;77th Street;1256;1;61;M;H;STREET;None;None;IC;Invest Cont;Property Crimes
2200 E CESAR E CHAVEZ AV;34,0479;-118,2102;1220;4;Hollenbeck;464;1;0;M;W;OTHER BUSINESS;None;None;IC;Invest Cont;Property Crimes
6TH ST;34,0509;-118,2585;1100;1;Central;152;1;79;M;B;SIDEWALK;400;STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE);IC;Invest Cont;Property Crimes
VERMONT;33,96;-118,2917;1700;18;Southeast;1801;1;16;M;H;SIDEWALK;400;STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE);IC;Invest Cont;Property Crimes
1200 S SHENANDOAH ST;34,0565;-118,3815;1327;8;West LA;849;2;69;F;W;SINGLE FAMILY DWELLING;None;None;IC;Invest Cont;Fraud and White-Collar Crimes
7TH ST;34,0565;-118,2768;1200;2;Rampart;265;1;40;M;H;SIDEWALK;400;STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE);IC;Invest Cont;Property Crimes
2800 GRAYSBY AV;33,7213;-118,319;250;5;Harbor;581;2;56;M;W;SINGLE FAMILY DWELLING;None;None;IC;Invest Cont;Crimes against Public Order
5800 BONSALLO AV;33,9892;-118,286;1415;12;77th Street;1239;2;20;F;B;SINGLE FAMILY DWELLING;None;None;IC;Invest Cont;Fraud and White-Collar Crimes
400 BERNARD ST;34,0714;-118,2329;600;1;Central;105;1;0;Unknown;Unknown;STREET;None;None;IC;Invest Cont;Property Crimes
10300 STEVEN PL;34,2575;-118,5631;535;17;Devonshire;1725;1;29;M;W;DRIVEWAY;None;None;IC;Invest Cont;Property Crimes
7500 GAVIOTA AV;34,2066;-118,4815;921;10;West Valley;1018;2;60;M;W;SINGLE FAMILY DWELLING;None;None;IC;Invest Cont;Fraud and White-Collar Crimes
800 MCDONALD AV;33,7795;-118,2711;500;5;Harbor;522;1;39;M;H;OTHER RESIDENCE;None;None;IC;Invest Cont;Property Crimes
4TH ST;34,0672;-118,2979;1900;20;Olympic;2025;1;25;M;W;STREET;None;None;IC;Invest Cont;Property Crimes
13700 BERG ST;34,3149;-118,4336;430;19;Mission;1905;2;48;M;H;SINGLE FAMILY DWELLING;400;STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE);IC;Invest Cont;Violent Crimes
500 W 45TH ST;34,0027;-118,2872;2255;12;77th Street;1208;1;52;M;H;STREET;400;STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE);IC;Invest Cont;Property Crimes
17000 CHATSWORTH ST;34,2648;-118,5023;400;17;Devonshire;1745;2;0;X;X;OTHER BUSINESS;None;None;IC;Invest Cont;Property Crimes
12000 CULVER BL;33,9916;-118,4162;1800;14;Pacific;1457;1;0;X;X;GAS STATION;None;None;IC;Invest Cont;Property Crimes
800 W 41ST ST;34,0092;-118,29;2300;3;Southwest;396;1;0;Unknown;Unknown;STREET;None;None;IC;Invest Cont;Property Crimes
2000 CHARITON ST;34,0386;-118,3786;2330;8;West LA;889;2;19;F;B;MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC);500;UNKNOWN WEAPON/OTHER WEAPON;AO;Adult Other;Violent Crimes
7700 OWENSMOUTH AV;34,2103;-118,6016;1130;21;Topanga;2125;2;58;M;W;STREET;400;STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE);AA;Adult Arrest;Violent Crimes
900 S FIGUEROA ST;34,046;-118,263;200;1;Central;182;2;24;M;H;SIDEWALK;400;STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE);IC;Invest Cont;Violent Crimes
13500 SAN FERNANDO RD;34,314;-118,4839;1745;19;Mission;1911;1;58;M;A;ENERGY PLANT/FACILITY;None;None;IC;Invest Cont;Property Crimes
1300 S ALMA ST;33,7325;-118,299;2030;5;Harbor;563;2;57;M;W;VEHICLE, PASSENGER/TRUCK;None;None;IC;Invest Cont;Property Crimes
200 W ADAMS BL;34,0258;-118,2708;900;13;Newton;1331;2;0;M;W;MINI-MART;None;None;IC;Invest Cont;Property Crimes
200 E 45TH ST;34,0029;-118,2718;800;13;Newton;1352;1;43;F;H;SINGLE FAMILY DWELLING;301;BELT FLAILING INSTRUMENT/CHAIN;AO;Adult Other;Crimes against Public Order
400 BEIRUT AV;34,0373;-118,5306;2230;8;West LA;823;1;0;Unknown;Unknown;STREET;None;None;AO;Adult Other;Property Crimes
3300 WILSHIRE BL;34,0636;-118,296;1250;20;Olympic;2027;1;32;M;B;OFFICE BUILDING/OFFICE;302;BLUNT INSTRUMENT;AA;Adult Arrest;Violent Crimes
1200 E ANAHEIM ST;33,7808;-118,2481;1830;5;Harbor;529;2;0;X;X;GAS STATION;None;None;IC;Invest Cont;Property Crimes
8000 W MANCHESTER AV;33,9597;-118,4353;100;14;Pacific;1483;1;32;M;W;GARAGE/CARPORT;None;None;IC;Invest Cont;Property Crimes
6200 SYLMAR AV;34,1837;-118,4465;1200;9;Van Nuys;935;2;25;F;H;POLICE FACILITY;None;None;IC;Invest Cont;Fraud and White-Collar Crimes
2300 SCARFF ST;34,0316;-118,2808;710;3;Southwest;319;1;32;F;H;PARKING LOT;None;None;AO;Adult Other;Property Crimes
15100 W VENTURA BL;34,1531;-118,4618;258;9;Van Nuys;981;2;51;M;W;RESTAURANT/FAST FOOD;None;None;IC;Invest Cont;Property Crimes
23500 S WESTERN AV;33,8123;-118,3088;900;5;Harbor;508;1;74;F;W;SINGLE FAMILY DWELLING;207;OTHER KNIFE;AO;Adult Other;Crimes against Public Order
2400 HUNTER ST;34,0276;-118,2274;205;13;Newton;1309;1;33;M;W;MEDICAL MARIJUANA FACILITIES/BUSINESSES;None;None;IC;Invest Cont;Property Crimes
1200 W 57TH ST;33,9909;-118,3002;1830;12;77th Street;1215;1;0;X;X;STREET;500;UNKNOWN WEAPON/OTHER WEAPON;AA;Adult Arrest;Violent Crimes
5300 SAN VICENTE BL;34,0522;-118,3494;1500;7;Wilshire;745;1;20;F;H;STREET;None;None;IC;Invest Cont;Property Crimes
1600 SCHRADER BL;34,0998;-118,3324;1023;6;Hollywood;646;1;33;M;B;SIDEWALK;512;MACE/PEPPER SPRAY;IC;Invest Cont;Violent Crimes
16900 ROSCOE BL;34,2292;-118,4999;2100;17;Devonshire;1796;2;0;X;X;MINI-MART;None;None;IC;Invest Cont;Property Crimes
21200 NORMANDIE AV;33,839;-118,2996;2000;5;Harbor;504;1;0;Unknown;Unknown;STREET;None;None;AA;Adult Arrest;Property Crimes
FRANKLIN;34,1129;-118,328;1030;6;Hollywood;626;1;32;F;W;STREET;None;None;IC;Invest Cont;Property Crimes
GAFFEY ST;33,7447;-118,2923;1620;5;Harbor;555;1;21;M;H;STREET;102;HAND GUN;AA;Adult Arrest;Violent Crimes
10100 DE SOTO AV;34,2537;-118,5886;2045;17;Devonshire;1752;2;39;F;B;MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC);400;STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE);AO;Adult Other;Violent Crimes
3700 3RD AV;34,0203;-118,3201;1830;3;Southwest;354;2;25;F;H;SINGLE FAMILY DWELLING;400;STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE);IC;Invest Cont;Violent Crimes
11600 WILSHIRE BL;34,0508;-118,4592;300;8;West LA;842;1;0;X;X;OTHER BUSINESS;None;None;IC;Invest Cont;Property Crimes
500 BROAD AV;33,7757;-118,2608;400;5;Harbor;529;1;56;M;H;PARKING LOT;None;None;IC;Invest Cont;Property Crimes
2900 E CESAR E CHAVEZ AV;34,0469;-118,2032;1100;4;Hollenbeck;457;1;52;M;H;SINGLE FAMILY DWELLING;400;STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE);IC;Invest Cont;Property Crimes
2500 GLENDALE BL;34,1027;-118,2592;2230;11;Northeast;1145;2;51;M;W;PARK/PLAYGROUND;511;VERBAL THREAT;AO;Adult Other;Crimes against Public Order
5700 PALOMA AV;33,9905;-118,2621;1540;13;Newton;1373;1;21;M;B;STREET;106;UNKNOWN FIREARM;IC;Invest Cont;Violent Crimes
15800 S HOOVER ST;33,8872;-118,2872;1500;18;Southeast;1881;1;57;F;H;STREET;None;None;IC;Invest Cont;Property Crimes
3300 S FIGUEROA ST;34,0268;-118,2808;1830;3;Southwest;328;1;19;F;W;MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC);None;None;IC;Invest Cont;Property Crimes
8700 ARLENE TR;34,114;-118,3845;1600;6;Hollywood;621;1;0;X;X;CONSTRUCTION SITE;None;None;IC;Invest Cont;Property Crimes
1000 E 55TH ST;33,9925;-118,2579;1530;13;Newton;1373;2;22;F;H;VEHICLE, PASSENGER/TRUCK;None;None;IC;Invest Cont;Property Crimes
16400 W VENTURA BL;34,1613;-118,4917;813;10;West Valley;1078;1;49;F;H;PARKING LOT;None;None;IC;Invest Cont;Property Crimes
6TH;34,0429;-118,2462;2355;1;Central;156;1;53;F;H;SIDEWALK;102;HAND GUN;IC;Invest Cont;Violent Crimes
6900 DAY ST;34,2539;-118,2814;1100;16;Foothill;1658;1;73;M;O;SINGLE FAMILY DWELLING;205;KITCHEN KNIFE;AA;Adult Arrest;Violent Crimes
VIA MARISOL;34,0976;-118,1839;1700;4;Hollenbeck;406;1;0;Unknown;Unknown;STREET;None;None;IC;Invest Cont;Property Crimes
PICO;34,0357;-118,2593;500;1;Central;185;2;33;M;H;SIDEWALK;400;STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE);IC;Invest Cont;Violent Crimes
4700 CRENSHAW BL;34,001;-118,3306;2200;3;Southwest;392;2;55;M;B;MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC);400;STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE);IC;Invest Cont;Violent Crimes
1400 S ALAMEDA ST;34,0245;-118,244;500;13;Newton;1317;2;25;M;H;COFFEE SHOP (STARBUCKS, COFFEE BEAN, PEET'S, ETC.);511;VERBAL THREAT;IC;Invest Cont;Crimes against Public Order
17900 BURBANK BL;34,1722;-118,522;900;10;West Valley;1045;1;34;M;O;MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC);None;None;IC;Invest Cont;Property Crimes
300 E GAGE AV;33,9857;-118,2628;1900;13;Newton;1385;2;70;M;H;SINGLE FAMILY DWELLING;511;VERBAL THREAT;AO;Adult Other;Crimes against Public Order
1900 N SERRANO AV;34,1054;-118,3071;2330;11;Northeast;1153;1;56;M;W;STREET;None;None;IC;Invest Cont;Property Crimes
9400 SHARP AV;34,2405;-118,4186;1500;19;Mission;1969;2;60;F;H;STREET;400;STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE);AO;Adult Other;Violent Crimes
11400 CROESUS AV;33,9315;-118,2335;1230;18;Southeast;1849;2;26;F;B;SINGLE FAMILY DWELLING;511;VERBAL THREAT;IC;Invest Cont;Crimes against Public Order
GRAPE;33,9305;-118,2363;1800;18;Southeast;1849;1;22;F;B;SINGLE FAMILY DWELLING;None;None;IC;Invest Cont;Property Crimes
10000 PINEWOOD AV;34,253;-118,2907;2200;16;Foothill;1657;2;50;M;H;MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC);400;STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE);IC;Invest Cont;Violent Crimes
65TH ST;33,9806;-118,2827;1815;12;77th Street;1249;2;0;M;X;STREET;400;STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE);AO;Adult Other;Violent Crimes
62ND ST;33,9833;-118,2739;1900;13;Newton;1383;1;48;M;H;STREET;200;KNIFE WITH BLADE 6INCHES OR LESS;IC;Invest Cont;Violent Crimes
600 S ALVARADO ST;34,0596;-118,2749;1500;2;Rampart;246;1;24;M;H;MTA BUS;200;KNIFE WITH BLADE 6INCHES OR LESS;IC;Invest Cont;Violent Crimes
4500 W ADAMS BL;34,0326;-118,3393;1;3;Southwest;333;1;0;Unknown;Unknown;DRIVEWAY;None;None;IC;Invest Cont;Property Crimes
18700 VENTURA BL;34,1707;-118,5408;1930;10;West Valley;1063;1;20;M;B;BUS STOP;223;UNKNOWN TYPE CUTTING INSTRUMENT;IC;Invest Cont;Violent Crimes
100 THE GROVE DR;34,0747;-118,3563;1620;7;Wilshire;724;1;30;M;H;THE GROVE;None;None;IC;Invest Cont;Property Crimes
3300 W SLAUSON AV;33,989;-118,3294;1620;12;77th Street;1232;2;62;F;B;OTHER BUSINESS;400;STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE);IC;Invest Cont;Violent Crimes
12500 MILTON ST;33,9844;-118,42;800;14;Pacific;1455;1;71;F;A;SINGLE FAMILY DWELLING;None;None;IC;Invest Cont;Property Crimes
CENTURY;33,9455;-118,2826;2200;18;Southeast;1821;1;0;Unknown;Unknown;GAS STATION;None;None;IC;Invest Cont;Property Crimes
6100 W SUNSET BL;34,098;-118,3223;1754;6;Hollywood;666;1;0;X;X;OTHER BUSINESS;None;None;IC;Invest Cont;Property Crimes
500 BELMONT AV;34,0705;-118,2624;1700;2;Rampart;217;1;33;M;H;MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC);None;None;IC;Invest Cont;Property Crimes
WHITTIER;34,0267;-118,1985;1330;4;Hollenbeck;479;1;22;F;K;STREET;None;None;IC;Invest Cont;Property Crimes
11600 ODESSA AV;34,2822;-118,4912;645;17;Devonshire;1708;2;37;M;W;DRIVEWAY;None;None;IC;Invest Cont;Other Crimes
1000 N VIGNES ST;34,0589;-118,2323;1335;1;Central;119;2;24;F;H;VEHICLE, PASSENGER/TRUCK;None;None;IC;Invest Cont;Property Crimes
2000 N HIGHLAND AV;34,1067;-118,3373;2130;6;Hollywood;625;1;53;F;H;PARKING LOT;None;None;IC;Invest Cont;Property Crimes
10300 ZELZAH AV;34,2576;-118,5233;2300;17;Devonshire;1745;1;0;Unknown;Unknown;STREET;None;None;IC;Invest Cont;Property Crimes
1100 253RD ST;33,7947;-118,2975;1;5;Harbor;513;2;19;F;H;SINGLE FAMILY DWELLING;None;None;AA;Adult Arrest;Other Crimes
10500 LE CONTE AV;34,0672;-118,435;630;8;West LA;828;1;67;F;W;SINGLE FAMILY DWELLING;None;None;IC;Invest Cont;Property Crimes
3300 S FIGUEROA ST;34,0268;-118,2808;1224;3;Southwest;328;1;19;X;X;DRUG STORE;None;None;IC;Invest Cont;Property Crimes
10900 RATNER ST;34,218;-118,3683;1830;16;Foothill;1687;2;47;F;B;STREET;None;None;AA;Adult Arrest;Property Crimes
6300 RESEDA BL;34,1851;-118,536;900;10;West Valley;1034;2;0;M;W;MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC);400;STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE);JA;Juv Arrest;Violent Crimes
4TH;33,9927;-118,471;1400;14;Pacific;1413;1;25;M;W;VEHICLE, PASSENGER/TRUCK;None;None;IC;Invest Cont;Property Crimes
3800 S ORANGE DR;34,0148;-118,3563;1240;3;Southwest;341;2;16;M;B;SINGLE FAMILY DWELLING;400;STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE);AO;Adult Other;Crimes against Persons
11100 HESBY ST;0;0;1245;15;N Hollywood;1555;2;0;M;B;MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC);400;STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE);IC;Invest Cont;Violent Crimes
6800 SANTA MONICA BL;34,0907;-118,3393;1200;6;Hollywood;663;1;32;M;W;PUBLIC STORAGE;500;UNKNOWN WEAPON/OTHER WEAPON;IC;Invest Cont;Property Crimes
13000 LEMAY ST;34,1917;-118,4158;1830;15;N Hollywood;1522;1;39;M;H;STREET;None;None;IC;Invest Cont;Property Crimes
1000 S GRANDE VISTA AV;34,0261;-118,2061;1900;4;Hollenbeck;478;1;45;M;H;STREET;None;None;IC;Invest Cont;Property Crimes
600 S SAN PEDRO ST;34,0421;-118,2469;1930;1;Central;166;2;28;F;B;SIDEWALK;400;STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE);IC;Invest Cont;Violent Crimes
6700 YUCCA ST;34,1032;-118,3374;2340;6;Hollywood;636;2;18;M;B;SIDEWALK;113;SIMULATED GUN;IC;Invest Cont;Crimes against Public Order
OCEAN FRONT WK;33,9858;-118,4728;750;14;Pacific;1431;2;33;F;B;BASKETBALL COURTS;400;STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE);IC;Invest Cont;Violent Crimes
47TH ST;34,0007;-118,2609;1200;13;Newton;1363;1;75;M;B;PARKING LOT;400;STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE);IC;Invest Cont;Violent Crimes
1100 N MARINE AV;33,7847;-118,2641;20;5;Harbor;516;2;38;F;H;STREET;None;None;AA;Adult Arrest;Crimes against Public Order
1500 W 64TH ST;33,9814;-118,3046;1;12;77th Street;1245;2;41;M;H;SINGLE FAMILY DWELLING;None;None;IC;Invest Cont;Fraud and White-Collar Crimes
2300 CLEMENT AV;33,9873;-118,4612;1700;14;Pacific;1441;1;0;Unknown;Unknown;STREET;None;None;IC;Invest Cont;Property Crimes
900 E SLAUSON AV;33,9857;-118,2628;1520;13;Newton;1385;2;30;F;H;VEHICLE, PASSENGER/TRUCK;None;None;IC;Invest Cont;Property Crimes
14900 AZTEC ST;34,287;-118,4558;1250;19;Mission;1924;2;41;F;H;MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC);400;STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE);AO;Adult Other;Violent Crimes
TOBERMAN ST;34,0442;-118,2759;1730;2;Rampart;299;2;36;F;H;SIDEWALK;400;STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE);IC;Invest Cont;Violent Crimes
5600 AUCKLAND AV;34,1721;-118,3605;1530;15;N Hollywood;1539;1;0;Unknown;Unknown;STREET;None;None;IC;Invest Cont;Property Crimes
600 W 9TH ST;34,0451;-118,2604;545;1;Central;182;1;57;M;W;SIDEWALK;301;BELT FLAILING INSTRUMENT/CHAIN;AA;Adult Arrest;Violent Crimes
900 S KENMORE AV;34,0545;-118,2965;2030;20;Olympic;2046;2;46;F;H;MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC);400;STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE);AO;Adult Other;Violent Crimes
12500 BURBANK BL;34,1721;-118,4053;636;15;N Hollywood;1531;1;0;M;W;CELL PHONE STORE;None;None;IC;Invest Cont;Property Crimes
700 S ALAMEDA ST;34,0342;-118,2387;1145;13;Newton;1309;2;46;F;H;OTHER BUSINESS;400;STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE);IC;Invest Cont;Violent Crimes
10100 RIVERSIDE DR;34,1522;-118,3513;820;15;N Hollywood;1569;2;35;M;W;BANK;None;None;IC;Invest Cont;Fraud and White-Collar Crimes
200 S MCCADDEN PL;34,0689;-118,3372;1830;7;Wilshire;727;1;59;M;W;SINGLE FAMILY DWELLING;None;None;IC;Invest Cont;Property Crimes
700 N ARDMORE AV;34,0836;-118,3016;1800;6;Hollywood;678;2;21;M;H;SINGLE FAMILY DWELLING;None;None;IC;Invest Cont;Fraud and White-Collar Crimes
ADAMS;34,019;-118,2554;1510;13;Newton;1323;1;13;M;H;SIDEWALK;None;None;IC;Invest Cont;Property Crimes
7800 WOODMAN AV;34,2127;-118,4309;1200;19;Mission;1999;2;46;F;H;MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC);400;STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE);AA;Adult Arrest;Violent Crimes
9000 WOODLEY AV;34,2338;-118,4851;1;17;Devonshire;1798;2;50;M;H;SINGLE FAMILY DWELLING;None;None;IC;Invest Cont;Fraud and White-Collar Crimes
