Location,Latitude,Longitude,Date_Reported,Date_Occurred,Time_Occurred,Area_ID,Area_Name,Reporting_District_no,Part 1-2,Victim_Age,Victim_Sex,Victim_Descent,Premise_Description,Weapon_Used_Code,Status,Status_Description,Crime_Category
11200 VANOWEN ST,34.1938,-118.3757,11/26/2020 0:00,11/26/2020 0:00,2010,15,N Hollywood,1517,1,0,M,W,LIQUOR STORE,400,AO,Adult Other,Property Crimes
105TH ST,33.9406,-118.2307,11/26/2020 0:00,11/26/2020 0:00,1120,18,Southeast,1839,1,44,M,B,STREET,310,AO,Adult Other,Crimes against Public Order
7200 INDEPENDENCE AV,34.2011,-118.5906,11/26/2020 0:00,11/26/2020 0:00,2200,21,Topanga,2137,2,26,M,H,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,AO,Adult Other,Violent Crimes
3400 W 3RD ST,34.0691,-118.2899,11/26/2020 0:00,11/26/2020 0:00,1025,20,Olympic,2029,2,38,M,H,MARKET,400,IC,Invest Cont,Violent Crimes
1400 ALVIRA ST,34.0524,-118.3739,11/26/2020 0:00,11/26/2020 0:00,2005,7,Wilshire,762,1,32,F,W,SIDEWALK,400,IC,Invest Cont,Property Crimes
1000 S HARVARD BL,34.0527,-118.3066,11/26/2020 0:00,11/26/2020 0:00,1915,20,Olympic,2053,1,54,F,H,SINGLE FAMILY DWELLING,106,IC,Invest Cont,Crimes against Public Order
300 CULVER BL,33.9596,-118.4476,11/26/2020 0:00,11/26/2020 0:00,800,14,Pacific,1472,1,66,F,A,PARKING LOT,500,IC,Invest Cont,Property Crimes
2900 S PALM GROVE AV,34.0269,-118.349,11/27/2020 0:00,11/25/2020 0:00,2100,3,Southwest,331,1,31,M,H,SINGLE FAMILY DWELLING,113,AO,Adult Other,Property Crimes
1400 N GARDNER ST,34.0962,-118.3529,11/27/2020 0:00,11/26/2020 0:00,2300,6,Hollywood,644,2,62,F,B,SINGLE FAMILY DWELLING,500,IC,Invest Cont,Violent Crimes
CHASE,34.2246,-118.5885,11/27/2020 0:00,11/26/2020 0:00,1500,17,Devonshire,1791,2,32,M,H,STREET,500,IC,Invest Cont,Property Crimes
4TH ST,34.0672,-118.3003,11/27/2020 0:00,11/27/2020 0:00,2250,20,Olympic,2023,1,26,M,H,STREET,400,AO,Adult Other,Property Crimes
300 S BURNSIDE AV,34.0704,-118.3552,11/27/2020 0:00,11/27/2020 0:00,1945,7,Wilshire,734,2,46,M,A,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,AO,Adult Other,Violent Crimes
5700 HOLLYWOOD BL,34.1038,-118.3151,11/27/2020 0:00,11/27/2020 0:00,1000,6,Hollywood,638,2,22,M,H,OTHER BUSINESS,400,AO,Adult Other,Violent Crimes
7500 SAUSALITO AV,34.2064,-118.6158,11/27/2020 0:00,11/27/2020 0:00,1305,21,Topanga,2134,2,60,M,O,SINGLE FAMILY DWELLING,400,AO,Adult Other,Violent Crimes
3500 W 15TH ST,34.0454,-118.3237,11/27/2020 0:00,11/27/2020 0:00,625,7,Wilshire,769,2,22,M,H,SINGLE FAMILY DWELLING,400,AO,Adult Other,Violent Crimes
13100 GARBER ST,34.2557,-118.4201,11/27/2020 0:00,11/27/2020 0:00,310,16,Foothill,1642,2,33,M,H,SINGLE FAMILY DWELLING,400,AA,Adult Arrest,Violent Crimes
8200 S CENTRAL AV,33.9638,-118.2629,11/27/2020 0:00,11/27/2020 0:00,2255,12,77th Street,1269,1,25,F,B,OTHER BUSINESS,500,IC,Invest Cont,Violent Crimes
2600 KENWOOD AV,34.0309,-118.2991,11/27/2020 0:00,11/27/2020 0:00,1245,3,Southwest,326,2,31,M,W,SIDEWALK,400,AO,Adult Other,Violent Crimes
100 E 98TH ST,33.9472,-118.2739,11/27/2020 0:00,11/27/2020 0:00,1300,18,Southeast,1822,2,20,F,H,SINGLE FAMILY DWELLING,400,IC,Invest Cont,Violent Crimes
19TH,33.9855,-118.472,11/27/2020 0:00,11/27/2020 0:00,1915,14,Pacific,1431,2,29,F,A,OTHER/OUTSIDE,400,IC,Invest Cont,Violent Crimes
WILSHIRE,34.0617,-118.3078,11/27/2020 0:00,11/27/2020 0:00,1345,20,Olympic,2024,2,25,F,W,SIDEWALK,400,IC,Invest Cont,Violent Crimes
700 S SAN PEDRO ST,34.0405,-118.247,11/27/2020 0:00,11/27/2020 0:00,1327,13,Newton,1307,2,26,F,H,OTHER BUSINESS,511,AA,Adult Arrest,Crimes against Public Order
10800 ROSE AV,34.0247,-118.4175,11/27/2020 0:00,11/27/2020 0:00,2345,14,Pacific,1428,2,40,M,W,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",221,AA,Adult Arrest,Violent Crimes
200 S VENDOME ST,34.0689,-118.2841,11/27/2020 0:00,11/27/2020 0:00,1550,2,Rampart,231,1,35,M,H,STREET,102,IC,Invest Cont,Violent Crimes
3900 W 4TH ST,34.0672,-118.3003,11/27/2020 0:00,11/27/2020 0:00,1200,20,Olympic,2023,1,69,M,B,SIDEWALK,216,IC,Invest Cont,Violent Crimes
12700 GLENOAKS BL,34.3021,-118.4467,11/27/2020 0:00,11/27/2020 0:00,1030,19,Mission,1915,2,59,F,H,PARKING LOT,511,IC,Invest Cont,Fraud and White-Collar Crimes
SLAUSON AV,33.989,-118.3308,11/27/2020 0:00,11/27/2020 0:00,330,12,77th Street,1211,2,27,F,B,STREET,400,AO,Adult Other,Violent Crimes
4700 TACANA ST,34.0163,-118.3523,11/28/2020 0:00,11/27/2020 0:00,1900,3,Southwest,361,2,33,F,B,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",511,AO,Adult Other,Crimes against Public Order
BLAINE ST,34.0473,-118.2701,11/28/2020 0:00,11/27/2020 0:00,2230,2,Rampart,279,1,35,M,H,SIDEWALK,400,IC,Invest Cont,Property Crimes
500 S BROADWAY,34.0474,-118.2513,11/28/2020 0:00,11/28/2020 0:00,1205,1,Central,153,2,39,X,X,JEWELRY STORE,400,IC,Invest Cont,Violent Crimes
600 S SAN PEDRO ST,34.0421,-118.2469,11/28/2020 0:00,11/28/2020 0:00,900,1,Central,166,2,39,F,H,SINGLE RESIDENCE OCCUPANCY (SRO'S) LOCATIONS,400,AA,Adult Arrest,Violent Crimes
2400 W PICO BL,34.0473,-118.2899,11/28/2020 0:00,11/28/2020 0:00,1655,20,Olympic,2079,1,0,X,X,CLOTHING STORE,400,AO,Adult Other,Property Crimes
3100 W PICO BL,34.0506,-118.3127,11/28/2020 0:00,11/28/2020 0:00,1850,20,Olympic,2062,1,21,M,H,PARKING LOT,102,IC,Invest Cont,Property Crimes
2900 S SEPULVEDA BL,34.0291,-118.4297,11/28/2020 0:00,11/28/2020 0:00,1200,14,Pacific,1403,1,54,F,W,PARKING LOT,400,IC,Invest Cont,Property Crimes
SUNSET,34.0981,-118.3158,11/28/2020 0:00,11/28/2020 0:00,622,6,Hollywood,667,1,56,M,H,STREET,400,IC,Invest Cont,Property Crimes
LUCAS,34.052,-118.2655,11/28/2020 0:00,11/28/2020 0:00,1630,2,Rampart,257,2,67,M,O,STREET,400,IC,Invest Cont,Violent Crimes
2500 WEST VIEW ST,34.0336,-118.3441,11/28/2020 0:00,11/28/2020 0:00,1515,3,Southwest,305,2,35,F,B,STREET,400,AA,Adult Arrest,Violent Crimes
BORDEN,34.3083,-118.4442,11/28/2020 0:00,11/28/2020 0:00,2215,19,Mission,1916,1,19,M,H,SIDEWALK,113,IC,Invest Cont,Property Crimes
2700 MENLO AV,34.0299,-118.2903,11/28/2020 0:00,11/28/2020 0:00,2140,3,Southwest,325,1,31,M,O,STREET,400,IC,Invest Cont,Property Crimes
7500 ATHERTON LN,34.2079,-118.6539,11/28/2020 0:00,11/28/2020 0:00,1700,21,Topanga,2111,2,29,F,W,SINGLE FAMILY DWELLING,400,AO,Adult Other,Violent Crimes
2200 S HARVARD BL,34.0343,-118.3065,11/28/2020 0:00,11/28/2020 0:00,1315,3,Southwest,316,1,47,F,B,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,IC,Invest Cont,Violent Crimes
18000 VENTURA BL,34.1675,-118.5226,11/28/2020 0:00,11/28/2020 0:00,1900,10,West Valley,1065,1,66,F,H,OTHER BUSINESS,500,IC,Invest Cont,Violent Crimes
66TH ST,33.9791,-118.3112,11/28/2020 0:00,11/28/2020 0:00,1545,12,77th Street,1243,2,32,F,H,SINGLE FAMILY DWELLING,400,AO,Adult Other,Violent Crimes
1200 LODI PL,34.0926,-118.3234,11/28/2020 0:00,11/28/2020 0:00,1110,6,Hollywood,666,1,24,F,B,SIDEWALK,400,IC,Invest Cont,Violent Crimes
ANAHEIM,33.7626,-118.2687,11/28/2020 0:00,11/28/2020 0:00,2045,5,Harbor,527,1,22,M,H,STREET,511,AO,Adult Other,Property Crimes
1200 E 49TH ST,33.9989,-118.2542,11/28/2020 0:00,11/28/2020 0:00,2200,13,Newton,1364,2,33,F,H,SINGLE FAMILY DWELLING,400,AA,Adult Arrest,Violent Crimes
5000 TUJUNGA AV,34.1614,-118.379,11/28/2020 0:00,11/28/2020 0:00,2330,15,N Hollywood,1555,2,26,M,H,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,AO,Adult Other,Violent Crimes
1400 W 59TH ST,33.9875,-118.3024,11/28/2020 0:00,11/28/2020 0:00,630,12,77th Street,1235,2,59,F,B,SINGLE FAMILY DWELLING,400,AO,Adult Other,Violent Crimes
6200 W 96TH ST,0,0,11/28/2020 0:00,11/28/2020 0:00,845,14,Pacific,1495,2,48,M,H,TRANSPORTATION FACILITY (AIRPORT),400,IC,Invest Cont,Violent Crimes
2000 CHARITON ST,34.0386,-118.3786,11/29/2020 0:00,11/28/2020 0:00,2330,8,West LA,889,2,19,F,B,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",500,AO,Adult Other,Violent Crimes
4100 CHEVY CHASE DR,34.1334,-118.2682,11/29/2020 0:00,11/28/2020 0:00,1600,11,Northeast,1102,2,45,F,O,STREET,511,IC,Invest Cont,Crimes against Public Order
W 27TH ST,34.0309,-118.3002,11/29/2020 0:00,11/29/2020 0:00,1750,3,Southwest,326,1,44,F,H,STREET,109,JA,Juv Arrest,Property Crimes
12300 OSBORNE ST,34.2642,-118.402,11/29/2020 0:00,11/29/2020 0:00,1600,16,Foothill,1654,2,33,F,H,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,AA,Adult Arrest,Violent Crimes
900 ROSE AV,34.0027,-118.4653,11/29/2020 0:00,11/29/2020 0:00,1210,14,Pacific,1415,2,41,M,H,SIDEWALK,511,IC,Invest Cont,Crimes against Public Order
7800 VAN NUYS BL,34.2153,-118.4409,11/29/2020 0:00,11/29/2020 0:00,800,19,Mission,1998,2,27,F,H,MINI-MART,400,AO,Adult Other,Violent Crimes
FLORENCE AV,33.9747,-118.2827,11/29/2020 0:00,11/29/2020 0:00,1930,12,77th Street,1256,1,23,M,B,PARKING LOT,102,AA,Adult Arrest,Violent Crimes
2200 WORKMAN ST,34.0707,-118.2143,11/29/2020 0:00,11/29/2020 0:00,1040,4,Hollenbeck,422,1,34,M,H,SINGLE FAMILY DWELLING,102,IC,Invest Cont,Crimes against Public Order
600 W 6TH ST,34.0487,-118.2553,11/29/2020 0:00,11/29/2020 0:00,1600,1,Central,152,1,33,F,W,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,IC,Invest Cont,Property Crimes
600 W OLIVER ST,33.7465,-118.2917,11/29/2020 0:00,11/29/2020 0:00,1800,5,Harbor,555,2,28,M,H,STREET,400,AA,Adult Arrest,Violent Crimes
BROMONT AV,34.2973,-118.4222,11/29/2020 0:00,11/29/2020 0:00,130,19,Mission,1918,2,16,F,H,STREET,400,IC,Invest Cont,Violent Crimes
13100 SHERMAN WY,34.2012,-118.4189,11/29/2020 0:00,11/29/2020 0:00,1100,15,N Hollywood,1521,1,36,M,H,PARKING LOT,215,AO,Adult Other,Crimes against Public Order
2600 ORCHARD AV,34.0303,-118.2874,11/29/2020 0:00,11/29/2020 0:00,1425,3,Southwest,327,2,19,X,X,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",312,AO,Adult Other,Property Crimes
16800 KINGSBURY ST,34.2631,-118.4979,11/29/2020 0:00,11/29/2020 0:00,1250,17,Devonshire,1747,2,20,F,H,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,AO,Adult Other,Violent Crimes
CARSON,33.8315,-118.3065,11/29/2020 0:00,11/29/2020 0:00,1900,5,Harbor,506,2,41,M,H,GAS STATION,400,AO,Adult Other,Violent Crimes
3300 BARHAM BL,34.1309,-118.3452,11/29/2020 0:00,11/29/2020 0:00,40,6,Hollywood,615,2,35,F,W,ALLEY,400,IC,Invest Cont,Violent Crimes
9300 MELVIN AV,34.2391,-118.5602,11/30/2020 0:00,11/15/2020 0:00,130,17,Devonshire,1764,2,33,M,W,DRIVEWAY,500,IC,Invest Cont,Property Crimes
16300 S VERMONT AV,33.8831,-118.2913,11/30/2020 0:00,11/17/2020 0:00,730,18,Southeast,1881,1,28,M,B,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",219,IC,Invest Cont,Crimes against Public Order
8600 LEHIGH AV,34.2254,-118.3694,11/30/2020 0:00,11/25/2020 0:00,1700,16,Foothill,1675,2,12,F,W,SINGLE FAMILY DWELLING,301,AA,Adult Arrest,Crimes against Persons
400 E WASHINGTON BL,34.0289,-118.2602,11/30/2020 0:00,11/30/2020 0:00,1415,13,Newton,1313,2,59,M,H,OTHER STORE,400,IC,Invest Cont,Violent Crimes
13200 WARREN AV,34.0096,-118.4537,11/30/2020 0:00,11/30/2020 0:00,1915,14,Pacific,1416,1,65,F,A,STREET,106,JA,Juv Arrest,Property Crimes
19500 NORMANDIE AV,33.8535,-118.2992,11/30/2020 0:00,11/30/2020 0:00,1900,5,Harbor,504,2,32,F,W,PARKING LOT,500,AO,Adult Other,Violent Crimes
1100 S MARIPOSA AV,34.05,-118.2989,11/30/2020 0:00,11/30/2020 0:00,1745,20,Olympic,2055,1,37,M,H,SIDEWALK,500,IC,Invest Cont,Violent Crimes
COLORADO BL,34.1423,-118.2701,11/30/2020 0:00,11/30/2020 0:00,1905,11,Northeast,1102,2,38,M,H,STREET,113,IC,Invest Cont,Crimes against Public Order
OREGON,34.0315,-118.2068,11/30/2020 0:00,11/30/2020 0:00,2055,4,Hollenbeck,477,1,39,M,H,SIDEWALK,102,IC,Invest Cont,Property Crimes
EASTLAKE,34.0646,-118.2088,11/30/2020 0:00,11/30/2020 0:00,715,4,Hollenbeck,423,1,55,M,H,UNDERPASS/BRIDGE*,212,IC,Invest Cont,Violent Crimes
10600 RIVERSIDE DR,34.1522,-118.3615,11/30/2020 0:00,11/30/2020 0:00,1700,15,N Hollywood,1567,2,29,M,O,STAIRWELL*,400,IC,Invest Cont,Violent Crimes
500 WORLD WAY WY,33.942,-118.4095,11/30/2020 0:00,11/30/2020 0:00,10,14,Pacific,1494,2,45,M,W,TRANSPORTATION FACILITY (AIRPORT),400,IC,Invest Cont,Violent Crimes
100 WORLD WY,33.9455,-118.4006,11/30/2020 0:00,11/30/2020 0:00,2130,14,Pacific,1494,1,26,F,B,TRANSPORTATION FACILITY (AIRPORT),307,IC,Invest Cont,Violent Crimes
500 S RAMPART BL,34.0644,-118.28,11/30/2020 0:00,11/30/2020 0:00,1410,2,Rampart,251,2,0,M,B,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",500,AO,Adult Other,Violent Crimes
MATEO ST,34.0326,-118.2323,11/30/2020 0:00,11/30/2020 0:00,2100,13,Newton,1309,2,62,M,B,ALLEY,400,IC,Invest Cont,Violent Crimes
100 WORLD WY,33.9455,-118.4006,11/30/2020 0:00,11/30/2020 0:00,2130,14,Pacific,1494,1,48,M,O,TRANSPORTATION FACILITY (AIRPORT),307,IC,Invest Cont,Violent Crimes
10500 STANFORD AV,33.9401,-118.263,12/1/2020 0:00,11/18/2020 0:00,1000,18,Southeast,1834,1,33,M,B,SINGLE FAMILY DWELLING,500,AO,Adult Other,Property Crimes
500 N LOS ANGELES ST,34.056,-118.2386,12/1/2020 0:00,11/30/2020 0:00,1200,1,Central,111,1,25,F,H,PARK/PLAYGROUND,302,IC,Invest Cont,Violent Crimes
5500 OWENSMOUTH AV,34.1717,-118.6018,12/1/2020 0:00,12/1/2020 0:00,2115,21,Topanga,2177,2,26,F,H,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",500,IC,Invest Cont,Violent Crimes
700 E 93RD ST,33.952,-118.263,12/1/2020 0:00,12/1/2020 0:00,1835,18,Southeast,1824,1,26,M,H,SINGLE FAMILY DWELLING,107,IC,Invest Cont,Crimes against Public Order
AVALON BL,33.9997,-118.2652,12/1/2020 0:00,12/1/2020 0:00,1625,13,Newton,1362,2,38,M,B,MTA BUS,400,IC,Invest Cont,Violent Crimes
800 W 95TH ST,33.9501,-118.2901,12/1/2020 0:00,12/1/2020 0:00,10,18,Southeast,1821,2,51,F,H,SINGLE FAMILY DWELLING,400,IC,Invest Cont,Violent Crimes
5TH,34.0446,-118.245,12/1/2020 0:00,12/1/2020 0:00,1658,1,Central,156,1,39,F,W,SIDEWALK,400,IC,Invest Cont,Violent Crimes
700 IROLO ST,34.0581,-118.3009,12/1/2020 0:00,12/1/2020 0:00,2115,20,Olympic,2034,2,45,F,O,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,AO,Adult Other,Violent Crimes
10300 MASON AV,34.2573,-118.5798,12/1/2020 0:00,12/1/2020 0:00,2010,17,Devonshire,1723,1,0,X,X,MARKET,102,AA,Adult Arrest,Property Crimes
2000 S BEDFORD ST,34.0401,-118.3841,12/1/2020 0:00,12/1/2020 0:00,2115,8,West LA,889,1,21,M,A,STREET,102,JA,Juv Arrest,Property Crimes
3300 W FLORENCE AV,33.9745,-118.3302,12/1/2020 0:00,12/1/2020 0:00,1543,12,77th Street,1251,1,27,F,B,SINGLE FAMILY DWELLING,400,AO,Adult Other,Property Crimes
5TH,34.0449,-118.2458,12/1/2020 0:00,12/1/2020 0:00,645,1,Central,156,1,68,F,B,SIDEWALK,312,IC,Invest Cont,Violent Crimes
300 WITMER ST,34.0589,-118.2636,12/1/2020 0:00,12/1/2020 0:00,2140,2,Rampart,248,1,26,F,H,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,IC,Invest Cont,Violent Crimes
98TH ST,33.9473,-118.2717,12/2/2020 0:00,12/1/2020 0:00,130,18,Southeast,1823,1,43,M,B,SIDEWALK,102,AA,Adult Arrest,Property Crimes
700 S BONNIE BRAE ST,34.0547,-118.2772,12/2/2020 0:00,12/2/2020 0:00,2310,2,Rampart,265,2,46,M,H,SIDEWALK,400,AA,Adult Arrest,Violent Crimes
2000 BALMER DR,34.096,-118.2665,12/2/2020 0:00,12/2/2020 0:00,1129,11,Northeast,1144,2,72,F,W,SINGLE FAMILY DWELLING,511,IC,Invest Cont,Crimes against Public Order
12900 W JEFFERSON BL,33.9782,-118.422,12/2/2020 0:00,12/2/2020 0:00,900,14,Pacific,1463,2,51,M,B,OTHER PREMISE,511,AA,Adult Arrest,Crimes against Public Order
3400 WHITTIER BL,34.0276,-118.2005,12/2/2020 0:00,12/2/2020 0:00,1650,4,Hollenbeck,478,2,27,F,H,OTHER BUSINESS,400,IC,Invest Cont,Violent Crimes
PICO BL,34.0473,-118.2859,12/2/2020 0:00,12/2/2020 0:00,1000,20,Olympic,2079,2,44,M,H,STREET,500,IC,Invest Cont,Violent Crimes
1500 CRENSHAW BL,34.0468,-118.3305,12/2/2020 0:00,12/2/2020 0:00,2200,7,Wilshire,766,2,57,M,B,STREET,400,AO,Adult Other,Violent Crimes
1ST ST,34.057,-118.2437,12/2/2020 0:00,12/2/2020 0:00,15,1,Central,112,1,0,X,X,STREET,500,AA,Adult Arrest,Property Crimes
2100 W 28TH ST,34.0299,-118.3151,12/2/2020 0:00,12/2/2020 0:00,220,3,Southwest,336,2,32,F,H,SINGLE FAMILY DWELLING,511,AA,Adult Arrest,Crimes against Public Order
7100 W MANCHESTER AV,33.9597,-118.417,12/2/2020 0:00,12/2/2020 0:00,945,14,Pacific,1484,1,45,M,B,PARK/PLAYGROUND,400,IC,Invest Cont,Property Crimes
LANKERSHIM BL,34.1767,-118.3817,12/2/2020 0:00,12/2/2020 0:00,1625,15,N Hollywood,1535,2,54,F,W,STREET,400,IC,Invest Cont,Violent Crimes
AVE 52,34.1074,-118.2003,12/2/2020 0:00,12/2/2020 0:00,900,11,Northeast,1149,1,24,M,H,STREET,102,IC,Invest Cont,Crimes against Public Order
47TH ST,34.0007,-118.2609,12/3/2020 0:00,11/26/2020 0:00,1200,13,Newton,1363,1,75,M,B,PARKING LOT,400,IC,Invest Cont,Violent Crimes
9500 MOONRIDGE TERRACE PL,34.123,-118.4022,12/3/2020 0:00,11/29/2020 0:00,1400,8,West LA,809,1,60,F,O,SINGLE FAMILY DWELLING,500,IC,Invest Cont,Property Crimes
4500 ROSEWOOD AV,34.079,-118.3034,12/3/2020 0:00,11/30/2020 0:00,100,20,Olympic,2005,2,24,M,W,GARAGE/CARPORT,400,AA,Adult Arrest,Violent Crimes
4700 LINCOLN BL,33.98,-118.4384,12/3/2020 0:00,12/1/2020 0:00,2120,14,Pacific,1454,2,24,F,W,SINGLE FAMILY DWELLING,400,AA,Adult Arrest,Violent Crimes
1500 GORDON ST,34.098,-118.3197,12/3/2020 0:00,12/1/2020 0:00,100,6,Hollywood,647,2,25,F,W,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",500,IC,Invest Cont,Violent Crimes
YUCCA ST,34.1032,-118.3362,12/3/2020 0:00,12/2/2020 0:00,2100,6,Hollywood,636,1,31,M,W,STREET,500,IC,Invest Cont,Property Crimes
CRYSTAL,34.0894,-118.2311,12/3/2020 0:00,12/2/2020 0:00,2030,11,Northeast,1176,2,35,F,H,SIDEWALK,400,AO,Adult Other,Violent Crimes
1500 N DETROIT ST,34.098,-118.3456,12/3/2020 0:00,12/3/2020 0:00,1225,6,Hollywood,643,2,0,X,X,STREET,311,IC,Invest Cont,Property Crimes
5200 SUNLIGHT PL,34.0225,-118.3593,12/3/2020 0:00,12/3/2020 0:00,2230,3,Southwest,321,2,39,M,O,SINGLE FAMILY DWELLING,400,AO,Adult Other,Violent Crimes
6600 SANTA MONICA BL,34.0907,-118.3336,12/3/2020 0:00,12/3/2020 0:00,1000,6,Hollywood,663,1,0,X,X,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",500,AO,Adult Other,Property Crimes
5900 LEXINGTON AV,34.0926,-118.3191,12/3/2020 0:00,12/3/2020 0:00,2020,6,Hollywood,667,2,58,M,H,SINGLE FAMILY DWELLING,511,IC,Invest Cont,Crimes against Public Order
20400 SATICOY ST,34.2083,-118.5768,12/3/2020 0:00,12/3/2020 0:00,1845,21,Topanga,2138,2,30,F,H,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,AO,Adult Other,Violent Crimes
HOLLYWOOD,34.1006,-118.3417,12/3/2020 0:00,12/3/2020 0:00,810,6,Hollywood,645,1,30,M,W,STREET,304,AO,Adult Other,Violent Crimes
CENTURY BL,33.9455,-118.309,12/3/2020 0:00,12/3/2020 0:00,2020,12,77th Street,1283,2,26,M,H,STREET,400,AO,Adult Other,Violent Crimes
4000 LINCOLN BL,33.99,-118.4474,12/3/2020 0:00,12/3/2020 0:00,2130,14,Pacific,1444,1,28,M,B,SIDEWALK,207,IC,Invest Cont,Violent Crimes
6200 CRENSHAW BL,33.9842,-118.3309,12/3/2020 0:00,12/3/2020 0:00,330,12,77th Street,1241,2,37,F,H,SINGLE FAMILY DWELLING,400,AA,Adult Arrest,Violent Crimes
3000 WABASH AV,34.0527,-118.1969,12/3/2020 0:00,12/3/2020 0:00,1500,4,Hollenbeck,449,2,61,F,H,STREET,400,IC,Invest Cont,Violent Crimes
8000 VINELAND AV,34.2157,-118.3703,12/3/2020 0:00,12/3/2020 0:00,1515,16,Foothill,1687,2,42,F,H,RECYCLING CENTER,400,IC,Invest Cont,Violent Crimes
800 FLINT AV,33.7807,-118.2494,12/3/2020 0:00,12/3/2020 0:00,1730,5,Harbor,529,2,46,M,H,"VEHICLE, PASSENGER/TRUCK",511,AO,Adult Other,Crimes against Public Order
2100 THOMAS ST,34.0692,-118.2051,12/3/2020 0:00,12/3/2020 0:00,10,4,Hollenbeck,424,2,51,F,H,SINGLE FAMILY DWELLING,400,AO,Adult Other,Violent Crimes
8TH ST,34.0665,-118.3662,12/3/2020 0:00,12/3/2020 0:00,2306,7,Wilshire,732,1,45,M,H,STREET,305,IC,Invest Cont,Violent Crimes
SANTA MONICA,34.0908,-118.319,12/3/2020 0:00,12/3/2020 0:00,45,6,Hollywood,667,1,27,M,O,SIDEWALK,207,IC,Invest Cont,Violent Crimes
9000 TOBIAS AV,34.2336,-118.4517,12/3/2020 0:00,12/3/2020 0:00,1800,19,Mission,1974,2,34,F,H,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,AA,Adult Arrest,Violent Crimes
6300 S VICTORIA AV,33.9806,-118.3323,12/3/2020 0:00,12/3/2020 0:00,920,12,77th Street,1241,1,45,M,O,STREET,102,IC,Invest Cont,Crimes against Public Order
1100 E 52ND ST,33.996,-118.2565,12/4/2020 0:00,6/30/2020 0:00,800,13,Newton,1364,1,0,F,H,PARKING LOT,400,AO,Adult Other,Violent Crimes
13300 RIVERSIDE DR,34.1576,-118.4231,12/4/2020 0:00,12/3/2020 0:00,2325,9,Van Nuys,966,2,0,X,X,DRUG STORE,514,IC,Invest Cont,Property Crimes
73RD ST,33.9739,-118.2696,12/4/2020 0:00,12/4/2020 0:00,1715,12,77th Street,1258,2,57,M,B,SIDEWALK,400,AO,Adult Other,Violent Crimes
5200 W CENTINELA AV,33.9773,-118.3702,12/4/2020 0:00,12/4/2020 0:00,1110,14,Pacific,1469,2,49,F,W,PARKING LOT,400,IC,Invest Cont,Violent Crimes
5400 LANKERSHIM BL,34.1689,-118.3771,12/4/2020 0:00,12/4/2020 0:00,1445,15,N Hollywood,1549,2,0,M,O,PARKING LOT,310,IC,Invest Cont,Property Crimes
1900 W MARTIN LUTHER KING JR BL,34.0108,-118.3136,12/4/2020 0:00,12/4/2020 0:00,1800,3,Southwest,395,1,17,F,B,STREET,102,AO,Adult Other,Violent Crimes
5500 W SUNSET BL,34.1,-118.3113,12/4/2020 0:00,12/4/2020 0:00,1950,6,Hollywood,648,2,0,X,X,RESTAURANT/FAST FOOD,400,IC,Invest Cont,Property Crimes
2800 E WASHINGTON BL,34.0173,-118.2196,12/4/2020 0:00,12/4/2020 0:00,1650,4,Hollenbeck,497,2,24,M,H,STREET,400,IC,Invest Cont,Violent Crimes
2800 E WASHINGTON BL,34.0173,-118.2196,12/4/2020 0:00,12/4/2020 0:00,1650,4,Hollenbeck,497,2,23,M,H,STREET,400,IC,Invest Cont,Violent Crimes
6300 LANGDON AV,34.1848,-118.4684,12/4/2020 0:00,12/4/2020 0:00,400,9,Van Nuys,931,2,27,F,H,SINGLE FAMILY DWELLING,400,AO,Adult Other,Violent Crimes
18600 HATTERAS ST,34.1772,-118.5395,12/4/2020 0:00,12/4/2020 0:00,2100,10,West Valley,1043,1,0,M,W,STREET,102,IC,Invest Cont,Violent Crimes
1900 W MARTIN LUTHER KING JR BL,34.0108,-118.3136,12/4/2020 0:00,12/4/2020 0:00,1800,3,Southwest,395,2,18,F,B,SINGLE FAMILY DWELLING,400,AO,Adult Other,Violent Crimes
